full_geoid,wiki_url
0200,https://en.wikipedia.org/wiki/Alaska%27s_At-large_congressional_district
3000,https://en.wikipedia.org/wiki/Montana%27s_At-large_congressional_district
3202,https://en.wikipedia.org/wiki/Nevada%27s_2nd_congressional_district
5600,https://en.wikipedia.org/wiki/Wyoming%27s_At-large_congressional_district
4600,https://en.wikipedia.org/wiki/South_Dakota%27s_At-large_congressional_district
3502,https://en.wikipedia.org/wiki/New_Mexico%27s_2nd_congressional_district
4102,https://en.wikipedia.org/wiki/Oregon%27s_2nd_congressional_district
3800,https://en.wikipedia.org/wiki/North_Dakota%27s_At-large_congressional_district
3103,https://en.wikipedia.org/wiki/Nebraska%27s_3rd_congressional_district
0401,https://en.wikipedia.org/wiki/Arizona%27s_1st_congressional_district
2001,https://en.wikipedia.org/wiki/Kansas%27s_1st_congressional_district
0803,https://en.wikipedia.org/wiki/Colorado%27s_3rd_congressional_district
4823,https://en.wikipedia.org/wiki/Texas%27s_23rd_congressional_district
3503,https://en.wikipedia.org/wiki/New_Mexico%27s_3rd_congressional_district
4902,https://en.wikipedia.org/wiki/Utah%27s_2nd_congressional_district
1602,https://en.wikipedia.org/wiki/Idaho%27s_2nd_congressional_district
4813,https://en.wikipedia.org/wiki/Texas%27s_13th_congressional_district
1601,https://en.wikipedia.org/wiki/Idaho%27s_1st_congressional_district
4811,https://en.wikipedia.org/wiki/Texas%27s_11th_congressional_district
4003,https://en.wikipedia.org/wiki/Oklahoma%27s_3rd_congressional_district
2707,https://en.wikipedia.org/wiki/Minnesota%27s_7th_congressional_district
0804,https://en.wikipedia.org/wiki/Colorado%27s_4th_congressional_district
2708,https://en.wikipedia.org/wiki/Minnesota%27s_8th_congressional_district
2302,https://en.wikipedia.org/wiki/Maine%27s_2nd_congressional_district
4819,https://en.wikipedia.org/wiki/Texas%27s_19th_congressional_district
2601,https://en.wikipedia.org/wiki/Michigan%27s_1st_congressional_district
0407,https://en.wikipedia.org/wiki/Arizona%27s_7th_congressional_district
5305,https://en.wikipedia.org/wiki/Washington%27s_5th_congressional_district
0602,https://en.wikipedia.org/wiki/California%27s_2nd_congressional_district
0625,https://en.wikipedia.org/wiki/California%27s_25th_congressional_district
4901,https://en.wikipedia.org/wiki/Utah%27s_1st_congressional_district
4002,https://en.wikipedia.org/wiki/Oklahoma%27s_2nd_congressional_district
0504,https://en.wikipedia.org/wiki/Arkansas%27s_4th_congressional_district
0402,https://en.wikipedia.org/wiki/Arizona%27s_2nd_congressional_district
5304,https://en.wikipedia.org/wiki/Washington%27s_4th_congressional_district
5507,https://en.wikipedia.org/wiki/Wisconsin%27s_7th_congressional_district
2908,https://en.wikipedia.org/wiki/Missouri%27s_8th_congressional_district
1905,https://en.wikipedia.org/wiki/Iowa%27s_5th_congressional_district
4104,https://en.wikipedia.org/wiki/Oregon%27s_4th_congressional_district
0501,https://en.wikipedia.org/wiki/Arkansas%27s_1st_congressional_district
0604,https://en.wikipedia.org/wiki/California%27s_4th_congressional_district
1904,https://en.wikipedia.org/wiki/Iowa%27s_4th_congressional_district
4903,https://en.wikipedia.org/wiki/Utah%27s_3rd_congressional_district
2904,https://en.wikipedia.org/wiki/Missouri%27s_4th_congressional_district
2002,https://en.wikipedia.org/wiki/Kansas%27s_2nd_congressional_district
2909,https://en.wikipedia.org/wiki/Missouri%27s_9th_congressional_district
2205,https://en.wikipedia.org/wiki/Louisiana%27s_5th_congressional_district
2802,https://en.wikipedia.org/wiki/Mississippi%27s_2nd_congressional_district
5503,https://en.wikipedia.org/wiki/Wisconsin%27s_3rd_congressional_district
2701,https://en.wikipedia.org/wiki/Minnesota%27s_1st_congressional_district
0641,https://en.wikipedia.org/wiki/California%27s_41st_congressional_district
3623,https://en.wikipedia.org/wiki/New_York%27s_23rd_congressional_district
2803,https://en.wikipedia.org/wiki/Mississippi%27s_3rd_congressional_district
2906,https://en.wikipedia.org/wiki/Missouri%27s_6th_congressional_district
