geoid,name,link,csa
31000US32340,"Maryville, MO","http://en.wikipedia.org/wiki/Maryville,_MO_Micropolitan_Statistical_Area",
31000US43760,"Sonora, CA","http://en.wikipedia.org/wiki/Sonora,_CA_Micropolitan_Statistical_Area",
31000US10820,"Alexandria, MN","http://en.wikipedia.org/wiki/Alexandria,_MN_Micropolitan_Statistical_Area",
31000US33220,"Midland, MI","http://en.wikipedia.org/wiki/Midland,_MI_Metropolitan_Statistical_Area",474
31000US24340,"Grand Rapids-Wyoming, MI","http://en.wikipedia.org/wiki/Grand_Rapids-Wyoming,_MI_Metropolitan_Statistical_Area",266
31000US18780,"Craig, CO","http://en.wikipedia.org/wiki/Craig,_CO_Micropolitan_Statistical_Area",525
31000US24100,"Gloversville, NY","http://en.wikipedia.org/wiki/Gloversville,_NY_Micropolitan_Statistical_Area",104
31000US33580,"Mitchell, SD","http://en.wikipedia.org/wiki/Mitchell,_SD_Micropolitan_Statistical_Area",
31000US25260,"Hanford-Corcoran, CA","http://en.wikipedia.org/wiki/Hanford-Corcoran,_CA_Metropolitan_Statistical_Area",546
31000US40220,"Roanoke, VA","http://en.wikipedia.org/wiki/Roanoke,_VA_Metropolitan_Statistical_Area",
31000US15900,"Canton, IL","http://en.wikipedia.org/wiki/Canton,_IL_Micropolitan_Statistical_Area",426
31000US21900,"Fairmont, WV","http://en.wikipedia.org/wiki/Fairmont,_WV_Micropolitan_Statistical_Area",390
31000US46620,"Uvalde, TX","http://en.wikipedia.org/wiki/Uvalde,_TX_Micropolitan_Statistical_Area",
31000US32020,"Marion, OH","http://en.wikipedia.org/wiki/Marion,_OH_Micropolitan_Statistical_Area",198
31000US42420,"Scottsbluff, NE","http://en.wikipedia.org/wiki/Scottsbluff,_NE_Micropolitan_Statistical_Area",
31000US42680,"Sebastian-Vero Beach, FL","http://en.wikipedia.org/wiki/Sebastian-Vero_Beach,_FL_Metropolitan_Statistical_Area",370
31000US25300,"Hannibal, MO","http://en.wikipedia.org/wiki/Hannibal,_MO_Micropolitan_Statistical_Area",448
31000US32700,"McPherson, KS","http://en.wikipedia.org/wiki/McPherson,_KS_Micropolitan_Statistical_Area",
31000US36260,"Ogden-Clearfield, UT","http://en.wikipedia.org/wiki/Ogden-Clearfield,_UT_Metropolitan_Statistical_Area",482
31000US41700,"San Antonio-New Braunfels, TX","http://en.wikipedia.org/wiki/San_Antonio-New_Braunfels,_TX_Metropolitan_Statistical_Area",
31000US25460,"Harrison, AR","http://en.wikipedia.org/wiki/Harrison,_AR_Micropolitan_Statistical_Area",
31000US27600,"Jefferson, GA","http://en.wikipedia.org/wiki/Jefferson,_GA_Micropolitan_Statistical_Area",122
31000US25500,"Harrisonburg, VA","http://en.wikipedia.org/wiki/Harrisonburg,_VA_Metropolitan_Statistical_Area",277
31000US36340,"Oil City, PA","http://en.wikipedia.org/wiki/Oil_City,_PA_Micropolitan_Statistical_Area",
31000US39580,"Raleigh, NC","http://en.wikipedia.org/wiki/Raleigh,_NC_Metropolitan_Statistical_Area",450
31000US48980,"Wilson, NC","http://en.wikipedia.org/wiki/Wilson,_NC_Micropolitan_Statistical_Area",468
31000US11660,"Arkadelphia, AR","http://en.wikipedia.org/wiki/Arkadelphia,_AR_Micropolitan_Statistical_Area",
31000US15680,"California-Lexington Park, MD","http://en.wikipedia.org/wiki/California-Lexington_Park,_MD_Metropolitan_Statistical_Area",548
31000US26700,"Huron, SD","http://en.wikipedia.org/wiki/Huron,_SD_Micropolitan_Statistical_Area",
31000US39460,"Punta Gorda, FL","http://en.wikipedia.org/wiki/Punta_Gorda,_FL_Metropolitan_Statistical_Area",412
31000US47340,"Wabash, IN","http://en.wikipedia.org/wiki/Wabash,_IN_Micropolitan_Statistical_Area",
31000US24900,"Greenwood, MS","http://en.wikipedia.org/wiki/Greenwood,_MS_Micropolitan_Statistical_Area",
31000US34300,"Mountain Home, ID","http://en.wikipedia.org/wiki/Mountain_Home,_ID_Micropolitan_Statistical_Area",147
31000US34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","http://en.wikipedia.org/wiki/Nashville-Davidson%E2%80%93Murfreesboro%E2%80%93Franklin,_TN_Metropolitan_Statistical_Area",400
31000US11460,"Ann Arbor, MI","http://en.wikipedia.org/wiki/Ann_Arbor,_MI_Metropolitan_Statistical_Area",220
31000US41220,"St. Marys, GA","http://en.wikipedia.org/wiki/St._Marys,_GA_Micropolitan_Statistical_Area",300
31000US34460,"Mount Sterling, KY","http://en.wikipedia.org/wiki/Mount_Sterling,_KY_Micropolitan_Statistical_Area",336
31000US28580,"Key West, FL","http://en.wikipedia.org/wiki/Key_West,_FL_Micropolitan_Statistical_Area",
31000US12180,"Auburn, NY","http://en.wikipedia.org/wiki/Auburn,_NY_Micropolitan_Statistical_Area",532
31000US11700,"Asheville, NC","http://en.wikipedia.org/wiki/Asheville,_NC_Metropolitan_Statistical_Area",120
31000US29500,"Lamesa, TX","http://en.wikipedia.org/wiki/Lamesa,_TX_Micropolitan_Statistical_Area",
31000US27920,"Junction City, KS","http://en.wikipedia.org/wiki/Junction_City,_KS_Micropolitan_Statistical_Area",358
31000US39780,"Red Bluff, CA","http://en.wikipedia.org/wiki/Red_Bluff,_CA_Micropolitan_Statistical_Area",454
31000US47700,"Warsaw, IN","http://en.wikipedia.org/wiki/Warsaw,_IN_Micropolitan_Statistical_Area",
31000US42100,"Santa Cruz-Watsonville, CA","http://en.wikipedia.org/wiki/Santa_Cruz-Watsonville,_CA_Metropolitan_Statistical_Area",488
31000US21340,"El Paso, TX","http://en.wikipedia.org/wiki/El_Paso,_TX_Metropolitan_Statistical_Area",238
31000US40820,"Ruston, LA","http://en.wikipedia.org/wiki/Ruston,_LA_Micropolitan_Statistical_Area",384
31000US46520,"Urban Honolulu, HI","http://en.wikipedia.org/wiki/Urban_Honolulu,_HI_Metropolitan_Statistical_Area",
31000US32860,"Menomonie, WI","http://en.wikipedia.org/wiki/Menomonie,_WI_Micropolitan_Statistical_Area",232
31000US28900,"Klamath Falls, OR","http://en.wikipedia.org/wiki/Klamath_Falls,_OR_Micropolitan_Statistical_Area",
31000US37500,"Paragould, AR","http://en.wikipedia.org/wiki/Paragould,_AR_Micropolitan_Statistical_Area",308
31000US40420,"Rockford, IL","http://en.wikipedia.org/wiki/Rockford,_IL_Metropolitan_Statistical_Area",466
31000US24780,"Greenville, NC","http://en.wikipedia.org/wiki/Greenville,_NC_Metropolitan_Statistical_Area",274
31000US15420,"Burley, ID","http://en.wikipedia.org/wiki/Burley,_ID_Micropolitan_Statistical_Area",
31000US27780,"Johnstown, PA","http://en.wikipedia.org/wiki/Johnstown,_PA_Metropolitan_Statistical_Area",306
31000US39820,"Redding, CA","http://en.wikipedia.org/wiki/Redding,_CA_Metropolitan_Statistical_Area",454
31000US21260,"Ellensburg, WA","http://en.wikipedia.org/wiki/Ellensburg,_WA_Micropolitan_Statistical_Area",
31000US49620,"York-Hanover, PA","http://en.wikipedia.org/wiki/York-Hanover,_PA_Metropolitan_Statistical_Area",276
31000US48820,"Willmar, MN","http://en.wikipedia.org/wiki/Willmar,_MN_Micropolitan_Statistical_Area",
31000US36460,"Olean, NY","http://en.wikipedia.org/wiki/Olean,_NY_Micropolitan_Statistical_Area",160
31000US14500,"Boulder, CO","http://en.wikipedia.org/wiki/Boulder,_CO_Metropolitan_Statistical_Area",216
31000US44920,"Summit Park, UT","http://en.wikipedia.org/wiki/Summit_Park,_UT_Micropolitan_Statistical_Area",482
31000US12380,"Austin, MN","http://en.wikipedia.org/wiki/Austin,_MN_Micropolitan_Statistical_Area",462
31000US31500,"Madison, IN","http://en.wikipedia.org/wiki/Madison,_IN_Micropolitan_Statistical_Area",350
31000US46980,"Vicksburg, MS","http://en.wikipedia.org/wiki/Vicksburg,_MS_Micropolitan_Statistical_Area",298
31000US12140,"Auburn, IN","http://en.wikipedia.org/wiki/Auburn,_IN_Micropolitan_Statistical_Area",258
31000US35140,"Newberry, SC","http://en.wikipedia.org/wiki/Newberry,_SC_Micropolitan_Statistical_Area",192
31000US44740,"Storm Lake, IA","http://en.wikipedia.org/wiki/Storm_Lake,_IA_Micropolitan_Statistical_Area",
31000US27500,"Janesville-Beloit, WI","http://en.wikipedia.org/wiki/Janesville-Beloit,_WI_Metropolitan_Statistical_Area",357
31000US12260,"Augusta-Richmond County, GA-SC","http://en.wikipedia.org/wiki/Augusta-Richmond_County,_GA-SC_Metropolitan_Statistical_Area",
31000US36740,"Orlando-Kissimmee-Sanford, FL","http://en.wikipedia.org/wiki/Orlando-Kissimmee-Sanford,_FL_Metropolitan_Statistical_Area",422
31000US42200,"Santa Maria-Santa Barbara, CA","http://en.wikipedia.org/wiki/Santa_Maria-Santa_Barbara,_CA_Metropolitan_Statistical_Area",
31000US35020,"Natchez, MS-LA","http://en.wikipedia.org/wiki/Natchez,_MS-LA_Micropolitan_Statistical_Area",
31000US23460,"Gadsden, AL","http://en.wikipedia.org/wiki/Gadsden,_AL_Metropolitan_Statistical_Area",
31000US31980,"Marion, IN","http://en.wikipedia.org/wiki/Marion,_IN_Micropolitan_Statistical_Area",
31000US44260,"Starkville, MS","http://en.wikipedia.org/wiki/Starkville,_MS_Micropolitan_Statistical_Area",
31000US41400,"Salem, OH","http://en.wikipedia.org/wiki/Salem,_OH_Micropolitan_Statistical_Area",566
31000US45980,"Troy, AL","http://en.wikipedia.org/wiki/Troy,_AL_Micropolitan_Statistical_Area",
31000US17700,"Coffeyville, KS","http://en.wikipedia.org/wiki/Coffeyville,_KS_Micropolitan_Statistical_Area",
31000US34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","http://en.wikipedia.org/wiki/Myrtle_Beach-Conway-North_Myrtle_Beach,_SC-NC_Metropolitan_Statistical_Area",396
31000US23300,"Freeport, IL","http://en.wikipedia.org/wiki/Freeport,_IL_Micropolitan_Statistical_Area",466
31000US20500,"Durham-Chapel Hill, NC","http://en.wikipedia.org/wiki/Durham-Chapel_Hill,_NC_Metropolitan_Statistical_Area",450
31000US21580,"Española, NM","http://en.wikipedia.org/wiki/Espa%C3%B1ola,_NM_Micropolitan_Statistical_Area",106
31000US13140,"Beaumont-Port Arthur, TX","http://en.wikipedia.org/wiki/Beaumont-Port_Arthur,_TX_Metropolitan_Statistical_Area",
31000US37020,"Owosso, MI","http://en.wikipedia.org/wiki/Owosso,_MI_Micropolitan_Statistical_Area",330
31000US15220,"Brownwood, TX","http://en.wikipedia.org/wiki/Brownwood,_TX_Micropolitan_Statistical_Area",
31000US45660,"Tiffin, OH","http://en.wikipedia.org/wiki/Tiffin,_OH_Micropolitan_Statistical_Area",248
31000US32660,"McMinnville, TN","http://en.wikipedia.org/wiki/McMinnville,_TN_Micropolitan_Statistical_Area",
31000US49380,"Worthington, MN","http://en.wikipedia.org/wiki/Worthington,_MN_Micropolitan_Statistical_Area",
31000US37340,"Palm Bay-Melbourne-Titusville, FL","http://en.wikipedia.org/wiki/Palm_Bay-Melbourne-Titusville,_FL_Metropolitan_Statistical_Area",
31000US21460,"Enterprise, AL","http://en.wikipedia.org/wiki/Enterprise,_AL_Micropolitan_Statistical_Area",222
31000US30260,"Lewisburg, PA","http://en.wikipedia.org/wiki/Lewisburg,_PA_Micropolitan_Statistical_Area",146
31000US36900,"Ottumwa, IA","http://en.wikipedia.org/wiki/Ottumwa,_IA_Micropolitan_Statistical_Area",
31000US32420,"Mayagüez, PR","http://en.wikipedia.org/wiki/Mayag%C3%BCez,_PR_Metropolitan_Statistical_Area",364
31000US37660,"Parsons, KS","http://en.wikipedia.org/wiki/Parsons,_KS_Micropolitan_Statistical_Area",
31000US13380,"Bellingham, WA","http://en.wikipedia.org/wiki/Bellingham,_WA_Metropolitan_Statistical_Area",
31000US48180,"Waycross, GA","http://en.wikipedia.org/wiki/Waycross,_GA_Micropolitan_Statistical_Area",
31000US13220,"Beckley, WV","http://en.wikipedia.org/wiki/Beckley,_WV_Metropolitan_Statistical_Area",
31000US20980,"El Dorado, AR","http://en.wikipedia.org/wiki/El_Dorado,_AR_Micropolitan_Statistical_Area",
31000US41100,"St. George, UT","http://en.wikipedia.org/wiki/St._George,_UT_Metropolitan_Statistical_Area",
31000US12220,"Auburn-Opelika, AL","http://en.wikipedia.org/wiki/Auburn-Opelika,_AL_Metropolitan_Statistical_Area",194
31000US22020,"Fargo, ND-MN","http://en.wikipedia.org/wiki/Fargo,_ND-MN_Metropolitan_Statistical_Area",244
31000US44660,"Stillwater, OK","http://en.wikipedia.org/wiki/Stillwater,_OK_Micropolitan_Statistical_Area",
31000US31420,"Macon, GA","http://en.wikipedia.org/wiki/Macon,_GA_Metropolitan_Statistical_Area",356
31000US44780,"Sturgis, MI","http://en.wikipedia.org/wiki/Sturgis,_MI_Micropolitan_Statistical_Area",310
31000US46100,"Tullahoma-Manchester, TN","http://en.wikipedia.org/wiki/Tullahoma-Manchester,_TN_Micropolitan_Statistical_Area",
31000US22780,"Fort Leonard Wood, MO","http://en.wikipedia.org/wiki/Fort_Leonard_Wood,_MO_Micropolitan_Statistical_Area",
31000US20340,"Duncan, OK","http://en.wikipedia.org/wiki/Duncan,_OK_Micropolitan_Statistical_Area",
31000US38700,"Pontiac, IL","http://en.wikipedia.org/wiki/Pontiac,_IL_Micropolitan_Statistical_Area",145
31000US10540,"Albany, OR","http://en.wikipedia.org/wiki/Albany,_OR_Metropolitan_Statistical_Area",440
31000US23940,"Gillette, WY","http://en.wikipedia.org/wiki/Gillette,_WY_Micropolitan_Statistical_Area",
31000US38060,"Phoenix-Mesa-Scottsdale, AZ","http://en.wikipedia.org/wiki/Phoenix-Mesa-Scottsdale,_AZ_Metropolitan_Statistical_Area",
31000US18580,"Corpus Christi, TX","http://en.wikipedia.org/wiki/Corpus_Christi,_TX_Metropolitan_Statistical_Area",204
31000US27580,"Jayuya, PR","http://en.wikipedia.org/wiki/Jayuya,_PR_Micropolitan_Statistical_Area",
31000US10220,"Ada, OK","http://en.wikipedia.org/wiki/Ada,_OK_Micropolitan_Statistical_Area",
31000US43020,"Shawano, WI","http://en.wikipedia.org/wiki/Shawano,_WI_Micropolitan_Statistical_Area",267
31000US27420,"Jamestown, ND","http://en.wikipedia.org/wiki/Jamestown,_ND_Micropolitan_Statistical_Area",
31000US23780,"Garden City, KS","http://en.wikipedia.org/wiki/Garden_City,_KS_Micropolitan_Statistical_Area",
31000US13740,"Billings, MT","http://en.wikipedia.org/wiki/Billings,_MT_Metropolitan_Statistical_Area",
31000US20020,"Dothan, AL","http://en.wikipedia.org/wiki/Dothan,_AL_Metropolitan_Statistical_Area",222
31000US29300,"LaGrange, GA","http://en.wikipedia.org/wiki/LaGrange,_GA_Micropolitan_Statistical_Area",122
31000US23860,"Georgetown, SC","http://en.wikipedia.org/wiki/Georgetown,_SC_Micropolitan_Statistical_Area",396
31000US10980,"Alpena, MI","http://en.wikipedia.org/wiki/Alpena,_MI_Micropolitan_Statistical_Area",
31000US26300,"Hot Springs, AR","http://en.wikipedia.org/wiki/Hot_Springs,_AR_Metropolitan_Statistical_Area",284
31000US33300,"Milledgeville, GA","http://en.wikipedia.org/wiki/Milledgeville,_GA_Micropolitan_Statistical_Area",
31000US44100,"Springfield, IL","http://en.wikipedia.org/wiki/Springfield,_IL_Metropolitan_Statistical_Area",522
31000US36420,"Oklahoma City, OK","http://en.wikipedia.org/wiki/Oklahoma_City,_OK_Metropolitan_Statistical_Area",416
31000US10860,"Alice, TX","http://en.wikipedia.org/wiki/Alice,_TX_Micropolitan_Statistical_Area",204
31000US49300,"Wooster, OH","http://en.wikipedia.org/wiki/Wooster,_OH_Micropolitan_Statistical_Area",
31000US18900,"Crossville, TN","http://en.wikipedia.org/wiki/Crossville,_TN_Micropolitan_Statistical_Area",
31000US44060,"Spokane-Spokane Valley, WA","http://en.wikipedia.org/wiki/Spokane-Spokane_Valley,_WA_Metropolitan_Statistical_Area",518
31000US20740,"Eau Claire, WI","http://en.wikipedia.org/wiki/Eau_Claire,_WI_Metropolitan_Statistical_Area",232
31000US19500,"Decatur, IL","http://en.wikipedia.org/wiki/Decatur,_IL_Metropolitan_Statistical_Area",
31000US40260,"Roanoke Rapids, NC","http://en.wikipedia.org/wiki/Roanoke_Rapids,_NC_Micropolitan_Statistical_Area",468
31000US15940,"Canton-Massillon, OH","http://en.wikipedia.org/wiki/Canton-Massillon,_OH_Metropolitan_Statistical_Area",184
31000US17200,"Claremont-Lebanon, NH-VT","http://en.wikipedia.org/wiki/Claremont-Lebanon,_NH-VT_Micropolitan_Statistical_Area",
31000US29940,"Lawrence, KS","http://en.wikipedia.org/wiki/Lawrence,_KS_Metropolitan_Statistical_Area",312
31000US21120,"Elk City, OK","http://en.wikipedia.org/wiki/Elk_City,_OK_Micropolitan_Statistical_Area",
31000US25780,"Henderson, NC","http://en.wikipedia.org/wiki/Henderson,_NC_Micropolitan_Statistical_Area",450
31000US39540,"Racine, WI","http://en.wikipedia.org/wiki/Racine,_WI_Metropolitan_Statistical_Area",376
31000US41620,"Salt Lake City, UT","http://en.wikipedia.org/wiki/Salt_Lake_City,_UT_Metropolitan_Statistical_Area",482
31000US28780,"Kingsville, TX","http://en.wikipedia.org/wiki/Kingsville,_TX_Micropolitan_Statistical_Area",204
31000US41740,"San Diego-Carlsbad, CA","http://en.wikipedia.org/wiki/San_Diego-Carlsbad,_CA_Metropolitan_Statistical_Area",
31000US25420,"Harrisburg-Carlisle, PA","http://en.wikipedia.org/wiki/Harrisburg-Carlisle,_PA_Metropolitan_Statistical_Area",276
31000US44580,"Sterling, IL","http://en.wikipedia.org/wiki/Sterling,_IL_Micropolitan_Statistical_Area",221
31000US39420,"Pullman, WA","http://en.wikipedia.org/wiki/Pullman,_WA_Micropolitan_Statistical_Area",446
31000US11740,"Ashland, OH","http://en.wikipedia.org/wiki/Ashland,_OH_Micropolitan_Statistical_Area",360
31000US29540,"Lancaster, PA","http://en.wikipedia.org/wiki/Lancaster,_PA_Metropolitan_Statistical_Area",
31000US17420,"Cleveland, TN","http://en.wikipedia.org/wiki/Cleveland,_TN_Metropolitan_Statistical_Area",174
31000US32100,"Marquette, MI","http://en.wikipedia.org/wiki/Marquette,_MI_Micropolitan_Statistical_Area",
31000US46380,"Ukiah, CA","http://en.wikipedia.org/wiki/Ukiah,_CA_Micropolitan_Statistical_Area",
31000US22140,"Farmington, NM","http://en.wikipedia.org/wiki/Farmington,_NM_Metropolitan_Statistical_Area",
31000US26980,"Iowa City, IA","http://en.wikipedia.org/wiki/Iowa_City,_IA_Metropolitan_Statistical_Area",168
31000US28540,"Ketchikan, AK","http://en.wikipedia.org/wiki/Ketchikan,_AK_Micropolitan_Statistical_Area",
31000US35420,"New Philadelphia-Dover, OH","http://en.wikipedia.org/wiki/New_Philadelphia-Dover,_OH_Micropolitan_Statistical_Area",184
31000US34220,"Moultrie, GA","http://en.wikipedia.org/wiki/Moultrie,_GA_Micropolitan_Statistical_Area",
31000US40860,"Rutland, VT","http://en.wikipedia.org/wiki/Rutland,_VT_Micropolitan_Statistical_Area",
31000US11580,"Arcadia, FL","http://en.wikipedia.org/wiki/Arcadia,_FL_Micropolitan_Statistical_Area",412
31000US29780,"Las Vegas, NM","http://en.wikipedia.org/wiki/Las_Vegas,_NM_Micropolitan_Statistical_Area",106
31000US11420,"Angola, IN","http://en.wikipedia.org/wiki/Angola,_IN_Micropolitan_Statistical_Area",258
31000US29420,"Lake Havasu City-Kingman, AZ","http://en.wikipedia.org/wiki/Lake_Havasu_City-Kingman,_AZ_Metropolitan_Statistical_Area",332
31000US21220,"Elko, NV","http://en.wikipedia.org/wiki/Elko,_NV_Micropolitan_Statistical_Area",
31000US49660,"Youngstown-Warren-Boardman, OH-PA","http://en.wikipedia.org/wiki/Youngstown-Warren-Boardman,_OH-PA_Metropolitan_Statistical_Area",566
31000US39900,"Reno, NV","http://en.wikipedia.org/wiki/Reno,_NV_Metropolitan_Statistical_Area",456
31000US47980,"Watertown, SD","http://en.wikipedia.org/wiki/Watertown,_SD_Micropolitan_Statistical_Area",
31000US36980,"Owensboro, KY","http://en.wikipedia.org/wiki/Owensboro,_KY_Metropolitan_Statistical_Area",
31000US40460,"Rockingham, NC","http://en.wikipedia.org/wiki/Rockingham,_NC_Micropolitan_Statistical_Area",
31000US42380,"Sayre, PA","http://en.wikipedia.org/wiki/Sayre,_PA_Micropolitan_Statistical_Area",
31000US21380,"Emporia, KS","http://en.wikipedia.org/wiki/Emporia,_KS_Micropolitan_Statistical_Area",
31000US40780,"Russellville, AR","http://en.wikipedia.org/wiki/Russellville,_AR_Micropolitan_Statistical_Area",
31000US39860,"Red Wing, MN","http://en.wikipedia.org/wiki/Red_Wing,_MN_Micropolitan_Statistical_Area",378
31000US16340,"Cedartown, GA","http://en.wikipedia.org/wiki/Cedartown,_GA_Micropolitan_Statistical_Area",122
31000US15540,"Burlington-South Burlington, VT","http://en.wikipedia.org/wiki/Burlington-South_Burlington,_VT_Metropolitan_Statistical_Area",
31000US48900,"Wilmington, NC","http://en.wikipedia.org/wiki/Wilmington,_NC_Metropolitan_Statistical_Area",
31000US15460,"Burlington, IA-IL","http://en.wikipedia.org/wiki/Burlington,_IA-IL_Micropolitan_Statistical_Area",
31000US38840,"Port Clinton, OH","http://en.wikipedia.org/wiki/Port_Clinton,_OH_Micropolitan_Statistical_Area",534
31000US38240,"Pinehurst-Southern Pines, NC","http://en.wikipedia.org/wiki/Pinehurst-Southern_Pines,_NC_Micropolitan_Statistical_Area",
31000US28300,"Keene, NH","http://en.wikipedia.org/wiki/Keene,_NH_Micropolitan_Statistical_Area",
31000US20180,"DuBois, PA","http://en.wikipedia.org/wiki/DuBois,_PA_Micropolitan_Statistical_Area",524
31000US14420,"Borger, TX","http://en.wikipedia.org/wiki/Borger,_TX_Micropolitan_Statistical_Area",108
31000US12100,"Atlantic City-Hammonton, NJ","http://en.wikipedia.org/wiki/Atlantic_City-Hammonton,_NJ_Metropolitan_Statistical_Area",428
31000US14540,"Bowling Green, KY","http://en.wikipedia.org/wiki/Bowling_Green,_KY_Metropolitan_Statistical_Area",150
31000US27620,"Jefferson City, MO","http://en.wikipedia.org/wiki/Jefferson_City,_MO_Metropolitan_Statistical_Area",
31000US24500,"Great Falls, MT","http://en.wikipedia.org/wiki/Great_Falls,_MT_Metropolitan_Statistical_Area",
31000US28260,"Kearney, NE","http://en.wikipedia.org/wiki/Kearney,_NE_Micropolitan_Statistical_Area",
31000US47240,"Vineyard Haven, MA","http://en.wikipedia.org/wiki/Vineyard_Haven,_MA_Micropolitan_Statistical_Area",
31000US46700,"Vallejo-Fairfield, CA","http://en.wikipedia.org/wiki/Vallejo-Fairfield,_CA_Metropolitan_Statistical_Area",488
31000US43140,"Shelby, NC","http://en.wikipedia.org/wiki/Shelby,_NC_Micropolitan_Statistical_Area",172
31000US13660,"Big Rapids, MI","http://en.wikipedia.org/wiki/Big_Rapids,_MI_Micropolitan_Statistical_Area",266
31000US35100,"New Bern, NC","http://en.wikipedia.org/wiki/New_Bern,_NC_Metropolitan_Statistical_Area",404
31000US34860,"Nacogdoches, TX","http://en.wikipedia.org/wiki/Nacogdoches,_TX_Micropolitan_Statistical_Area",
31000US43620,"Sioux Falls, SD","http://en.wikipedia.org/wiki/Sioux_Falls,_SD_Metropolitan_Statistical_Area",
31000US28060,"Kalispell, MT","http://en.wikipedia.org/wiki/Kalispell,_MT_Micropolitan_Statistical_Area",
31000US46660,"Valdosta, GA","http://en.wikipedia.org/wiki/Valdosta,_GA_Metropolitan_Statistical_Area",
31000US40540,"Rock Springs, WY","http://en.wikipedia.org/wiki/Rock_Springs,_WY_Micropolitan_Statistical_Area",
31000US45860,"Torrington, CT","http://en.wikipedia.org/wiki/Torrington,_CT_Micropolitan_Statistical_Area",408
31000US47380,"Waco, TX","http://en.wikipedia.org/wiki/Waco,_TX_Metropolitan_Statistical_Area",
31000US33180,"Middlesborough, KY","http://en.wikipedia.org/wiki/Middlesborough,_KY_Micropolitan_Statistical_Area",
31000US47180,"Vincennes, IN","http://en.wikipedia.org/wiki/Vincennes,_IN_Micropolitan_Statistical_Area",
31000US14010,"Bloomington, IL","http://en.wikipedia.org/wiki/Bloomington,_IL_Metropolitan_Statistical_Area",145
31000US23180,"Frankfort, KY","http://en.wikipedia.org/wiki/Frankfort,_KY_Micropolitan_Statistical_Area",336
31000US13180,"Beaver Dam, WI","http://en.wikipedia.org/wiki/Beaver_Dam,_WI_Micropolitan_Statistical_Area",376
31000US38660,"Ponce, PR","http://en.wikipedia.org/wiki/Ponce,_PR_Metropolitan_Statistical_Area",434
31000US21700,"Eureka-Arcata-Fortuna, CA","http://en.wikipedia.org/wiki/Eureka-Arcata-Fortuna,_CA_Micropolitan_Statistical_Area",
31000US17740,"Coldwater, MI","http://en.wikipedia.org/wiki/Coldwater,_MI_Micropolitan_Statistical_Area",
31000US32540,"McAlester, OK","http://en.wikipedia.org/wiki/McAlester,_OK_Micropolitan_Statistical_Area",
31000US27180,"Jackson, TN","http://en.wikipedia.org/wiki/Jackson,_TN_Metropolitan_Statistical_Area",
31000US44700,"Stockton-Lodi, CA","http://en.wikipedia.org/wiki/Stockton-Lodi,_CA_Metropolitan_Statistical_Area",488
31000US49180,"Winston-Salem, NC","http://en.wikipedia.org/wiki/Winston-Salem,_NC_Metropolitan_Statistical_Area",268
31000US15060,"Brookings, OR","http://en.wikipedia.org/wiki/Brookings,_OR_Micropolitan_Statistical_Area",
31000US12460,"Bainbridge, GA","http://en.wikipedia.org/wiki/Bainbridge,_GA_Micropolitan_Statistical_Area",533
31000US27740,"Johnson City, TN","http://en.wikipedia.org/wiki/Johnson_City,_TN_Metropolitan_Statistical_Area",304
31000US28940,"Knoxville, TN","http://en.wikipedia.org/wiki/Knoxville,_TN_Metropolitan_Statistical_Area",314
31000US42660,"Seattle-Tacoma-Bellevue, WA","http://en.wikipedia.org/wiki/Seattle-Tacoma-Bellevue,_WA_Metropolitan_Statistical_Area",500
31000US33780,"Monroe, MI","http://en.wikipedia.org/wiki/Monroe,_MI_Metropolitan_Statistical_Area",220
31000US47220,"Vineland-Bridgeton, NJ","http://en.wikipedia.org/wiki/Vineland-Bridgeton,_NJ_Metropolitan_Statistical_Area",428
31000US42140,"Santa Fe, NM","http://en.wikipedia.org/wiki/Santa_Fe,_NM_Metropolitan_Statistical_Area",106
31000US22100,"Farmington, MO","http://en.wikipedia.org/wiki/Farmington,_MO_Micropolitan_Statistical_Area",476
31000US42700,"Sebring, FL","http://en.wikipedia.org/wiki/Sebring,_FL_Metropolitan_Statistical_Area",
31000US20380,"Dunn, NC","http://en.wikipedia.org/wiki/Dunn,_NC_Micropolitan_Statistical_Area",450
31000US35220,"New Castle, IN","http://en.wikipedia.org/wiki/New_Castle,_IN_Micropolitan_Statistical_Area",294
31000US14860,"Bridgeport-Stamford-Norwalk, CT","http://en.wikipedia.org/wiki/Bridgeport-Stamford-Norwalk,_CT_Metropolitan_Statistical_Area",408
31000US33620,"Moberly, MO","http://en.wikipedia.org/wiki/Moberly,_MO_Micropolitan_Statistical_Area",190
31000US41060,"St. Cloud, MN","http://en.wikipedia.org/wiki/St._Cloud,_MN_Metropolitan_Statistical_Area",378
31000US31260,"Lufkin, TX","http://en.wikipedia.org/wiki/Lufkin,_TX_Micropolitan_Statistical_Area",
31000US23820,"Gardnerville Ranchos, NV","http://en.wikipedia.org/wiki/Gardnerville_Ranchos,_NV_Micropolitan_Statistical_Area",456
31000US26340,"Houghton, MI","http://en.wikipedia.org/wiki/Houghton,_MI_Micropolitan_Statistical_Area",
31000US29260,"La Grande, OR","http://en.wikipedia.org/wiki/La_Grande,_OR_Micropolitan_Statistical_Area",
