geoid,name,link
33000US416,"Oklahoma City-Shawnee, OK","http://en.wikipedia.org/wiki/Oklahoma_City-Shawnee,_OK_Combined_Statistical_Area"
33000US534,"Toledo-Port Clinton, OH","http://en.wikipedia.org/wiki/Toledo-Port_Clinton,_OH_Combined_Statistical_Area"
33000US533,"Tallahassee-Bainbridge, FL-GA","http://en.wikipedia.org/wiki/Tallahassee-Bainbridge,_FL-GA_Combined_Statistical_Area"
33000US532,"Syracuse-Auburn, NY","http://en.wikipedia.org/wiki/Syracuse-Auburn,_NY_Combined_Statistical_Area"
33000US298,"Jackson-Vicksburg-Brookhaven, MS","http://en.wikipedia.org/wiki/Jackson-Vicksburg-Brookhaven,_MS_Combined_Statistical_Area"
33000US296,"Ithaca-Cortland, NY","http://en.wikipedia.org/wiki/Ithaca-Cortland,_NY_Combined_Statistical_Area"
33000US370,"Miami-Fort Lauderdale-Port St. Lucie, FL","http://en.wikipedia.org/wiki/Miami-Fort_Lauderdale-Port_St._Lucie,_FL_Combined_Statistical_Area"
33000US294,"Indianapolis-Carmel-Muncie, IN","http://en.wikipedia.org/wiki/Indianapolis-Carmel-Muncie,_IN_Combined_Statistical_Area"
33000US372,"Midland-Odessa, TX","http://en.wikipedia.org/wiki/Midland,_Texas_metropolitan_area"
33000US292,"Idaho Falls-Rexburg-Blackfoot, ID","http://en.wikipedia.org/wiki/Idaho_Falls-Rexburg-Blackfoot,_ID_Combined_Statistical_Area"
33000US290,"Huntsville-Decatur-Albertville, AL","http://en.wikipedia.org/wiki/Huntsville-Decatur-Albertville,_AL_Combined_Statistical_Area"
33000US376,"Milwaukee-Racine-Waukesha, WI","http://en.wikipedia.org/wiki/Milwaukee-Racine-Waukesha,_WI_Combined_Statistical_Area"
33000US318,"Lafayette-Opelousas-Morgan City, LA","http://en.wikipedia.org/wiki/Lafayette-Opelousas-Morgan_City,_LA_Combined_Statistical_Area"
33000US198,"Columbus-Marion-Zanesville, OH","http://en.wikipedia.org/wiki/Columbus-Marion-Zanesville,_OH_Combined_Statistical_Area"
33000US312,"Kansas City-Overland Park-Kansas City, MO-KS","http://en.wikipedia.org/wiki/Kansas_City-Overland_Park-Kansas_City,_MO-KS_Combined_Statistical_Area"
33000US310,"Kalamazoo-Battle Creek-Portage, MI","http://en.wikipedia.org/wiki/Kalamazoo-Battle_Creek-Portage,_MI_Combined_Statistical_Area"
33000US190,"Columbia-Moberly-Mexico, MO","http://en.wikipedia.org/wiki/Columbia-Moberly-Mexico,_MO_Combined_Statistical_Area"
33000US192,"Columbia-Orangeburg-Newberry, SC","http://en.wikipedia.org/wiki/Columbia-Orangeburg-Newberry,_SC_Combined_Statistical_Area"
33000US393,"Moses Lake-Othello, WA","http://en.wikipedia.org/wiki/Moses_Lake-Othello,_WA_Combined_Statistical_Area"
33000US390,"Morgantown-Fairmont, WV","http://en.wikipedia.org/wiki/Morgantown-Fairmont,_WV_Combined_Statistical_Area"
33000US274,"Greenville-Washington, NC","http://en.wikipedia.org/wiki/Greenville-Washington,_NC_Combined_Statistical_Area"
33000US396,"Myrtle Beach-Conway, SC-NC","http://en.wikipedia.org/wiki/Myrtle_Beach-Conway,_SC-NC_Combined_Statistical_Area"
33000US276,"Harrisburg-York-Lebanon, PA","http://en.wikipedia.org/wiki/Harrisburg-York-Lebanon,_PA_Combined_Statistical_Area"
33000US394,"Mount Pleasant-Alma, MI","http://en.wikipedia.org/wiki/Mount_Pleasant-Alma,_MI_Combined_Statistical_Area"
33000US194,"Columbus-Auburn-Opelika, GA-AL","http://en.wikipedia.org/wiki/Columbus-Auburn-Opelika,_GA-AL_Combined_Statistical_Area"
33000US118,"Appleton-Oshkosh-Neenah, WI","http://en.wikipedia.org/wiki/Appleton-Oshkosh-Neenah,_WI_Combined_Statistical_Area"
33000US536,"Tucson-Nogales, AZ","http://en.wikipedia.org/wiki/Tucson-Nogales,_AZ_Combined_Statistical_Area"
33000US558,"Williamsport-Lock Haven, PA","http://en.wikipedia.org/wiki/Williamsport-Lock_Haven,_PA_Combined_Statistical_Area"
33000US524,"State College-DuBois, PA","http://en.wikipedia.org/wiki/State_College-DuBois,_PA_Combined_Statistical_Area"
33000US428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD","http://en.wikipedia.org/wiki/Philadelphia-Reading-Camden,_PA-NJ-DE-MD_Combined_Statistical_Area"
33000US520,"Springfield-Branson, MO","http://en.wikipedia.org/wiki/Springfield-Branson,_MO_Combined_Statistical_Area"
33000US521,"Springfield-Greenfield Town, MA","http://en.wikipedia.org/wiki/Springfield-Greenfield_Town,_MA_Combined_Statistical_Area"
33000US368,"Memphis-Forrest City, TN-MS-AR","http://en.wikipedia.org/wiki/Memphis-Forrest_City,_TN-MS-AR_Combined_Statistical_Area"
33000US366,"Medford-Grants Pass, OR","http://en.wikipedia.org/wiki/Medford-Grants_Pass,_OR_Combined_Statistical_Area"
33000US420,"Omaha-Council Bluffs-Fremont, NE-IA","http://en.wikipedia.org/wiki/Omaha-Council_Bluffs-Fremont,_NE-IA_Combined_Statistical_Area"
33000US364,"Mayagüez-San Germán, PR","http://en.wikipedia.org/wiki/Mayag%C3%BCez-San_Germ%C3%A1n,_PR_Combined_Statistical_Area"
33000US422,"Orlando-Deltona-Daytona Beach, FL","http://en.wikipedia.org/wiki/Orlando-Deltona-Daytona_Beach,_FL_Combined_Statistical_Area"
33000US425,"Parkersburg-Marietta-Vienna, WV-OH","http://en.wikipedia.org/wiki/Parkersburg-Marietta-Vienna,_WV-OH_Combined_Statistical_Area"
33000US424,"Paducah-Mayfield, KY-IL","http://en.wikipedia.org/wiki/Paducah-Mayfield,_KY-IL_Combined_Statistical_Area"
33000US360,"Mansfield-Ashland-Bucyrus, OH","http://en.wikipedia.org/wiki/Mansfield-Ashland-Bucyrus,_OH_Combined_Statistical_Area"
33000US426,"Peoria-Canton, IL","http://en.wikipedia.org/wiki/Peoria-Canton,_IL_Combined_Statistical_Area"
33000US308,"Jonesboro-Paragould, AR","http://en.wikipedia.org/wiki/Jonesboro-Paragould,_AR_Combined_Statistical_Area"
33000US309,"Joplin-Miami, MO-OK","http://en.wikipedia.org/wiki/Joplin-Miami,_MO-OK_Combined_Statistical_Area"
33000US448,"Quincy-Hannibal, IL-MO","http://en.wikipedia.org/wiki/Quincy-Hannibal,_IL-MO_Combined_Statistical_Area"
33000US412,"North Port-Sarasota, FL","http://en.wikipedia.org/wiki/North_Port-Sarasota,_FL_Combined_Statistical_Area"
33000US300,"Jacksonville-St. Marys-Palatka, FL-GA","http://en.wikipedia.org/wiki/Jacksonville-St._Marys-Palatka,_FL-GA_Combined_Statistical_Area"
33000US440,"Portland-Vancouver-Salem, OR-WA","http://en.wikipedia.org/wiki/Portland-Vancouver-Salem,_OR-WA_Combined_Statistical_Area"
33000US304,"Johnson City-Kingsport-Bristol, TN-VA","http://en.wikipedia.org/wiki/Johnson_City-Kingsport-Bristol,_TN-VA_Combined_Statistical_Area"
33000US446,"Pullman-Moscow, WA-ID","http://en.wikipedia.org/wiki/Pullman-Moscow,_WA-ID_Combined_Statistical_Area"
33000US306,"Johnstown-Somerset, PA","http://en.wikipedia.org/wiki/Johnstown-Somerset,_PA_Combined_Statistical_Area"
33000US444,"Pueblo-Cañon City, CO","http://en.wikipedia.org/wiki/Pueblo-Ca%C3%B1on_City,_CO_Combined_Statistical_Area"
33000US380,"Mobile-Daphne-Fairhope, AL","http://en.wikipedia.org/wiki/Mobile-Daphne-Fairhope,_AL_Combined_Statistical_Area"
33000US244,"Fargo-Wahpeton, ND-MN","http://en.wikipedia.org/wiki/Fargo-Wahpeton,_ND-MN_Combined_Statistical_Area"
33000US108,"Amarillo-Borger, TX","http://en.wikipedia.org/wiki/Amarillo-Borger,_TX_Combined_Statistical_Area"
33000US246,"Fayetteville-Lumberton-Laurinburg, NC","http://en.wikipedia.org/wiki/Fayetteville-Lumberton-Laurinburg,_NC_Combined_Statistical_Area"
33000US384,"Monroe-Ruston-Bastrop, LA","http://en.wikipedia.org/wiki/Monroe-Ruston-Bastrop,_LA_Combined_Statistical_Area"
33000US240,"Erie-Meadville, PA","http://en.wikipedia.org/wiki/Erie-Meadville,_PA_Combined_Statistical_Area"
33000US106,"Albuquerque-Santa Fe-Las Vegas, NM","http://en.wikipedia.org/wiki/Albuquerque-Santa_Fe-Las_Vegas,_NM_Combined_Statistical_Area"
33000US248,"Findlay-Tiffin, OH","http://en.wikipedia.org/wiki/Findlay-Tiffin,_OH_Combined_Statistical_Area"
33000US104,"Albany-Schenectady, NY","http://en.wikipedia.org/wiki/Albany-Schenectady,_NY_Combined_Statistical_Area"
33000US382,"Modesto-Merced, CA","http://en.wikipedia.org/wiki/Modesto-Merced,_CA_Combined_Statistical_Area"
33000US518,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID","http://en.wikipedia.org/wiki/Spokane-Spokane_Valley-Coeur_d%27Alene,_WA-ID_Combined_Statistical_Area"
33000US438,"Portland-Lewiston-South Portland, ME","http://en.wikipedia.org/wiki/Portland-Lewiston-South_Portland,_ME_Combined_Statistical_Area"
33000US434,"Ponce-Coamo-Santa Isabel, PR","http://en.wikipedia.org/wiki/Ponce-Coamo-Santa_Isabel,_PR_Combined_Statistical_Area"
33000US538,"Tulsa-Muskogee-Bartlesville, OK","http://en.wikipedia.org/wiki/Tulsa-Muskogee-Bartlesville,_OK_Combined_Statistical_Area"
33000US515,"South Bend-Elkhart-Mishawaka, IN-MI","http://en.wikipedia.org/wiki/South_Bend-Elkhart-Mishawaka,_IN-MI_Combined_Statistical_Area"
33000US430,"Pittsburgh-New Castle-Weirton, PA-OH-WV","http://en.wikipedia.org/wiki/Pittsburgh-New_Castle-Weirton,_PA-OH-WV_Combined_Statistical_Area"
33000US458,"Richmond-Connersville, IN","http://en.wikipedia.org/wiki/Richmond-Connersville,_IN_Combined_Statistical_Area"
33000US339,"Lincoln-Beatrice, NE","http://en.wikipedia.org/wiki/Lincoln,_Nebraska_metropolitan_area"
33000US338,"Lima-Van Wert-Celina, OH","http://en.wikipedia.org/wiki/Lima-Van_Wert-Celina,_OH_Combined_Statistical_Area"
33000US450,"Raleigh-Durham-Chapel Hill, NC","http://en.wikipedia.org/wiki/Raleigh-Durham-Chapel_Hill,_NC_Combined_Statistical_Area"
33000US452,"Rapid City-Spearfish, SD","http://en.wikipedia.org/wiki/Rapid_City-Spearfish,_SD_Combined_Statistical_Area"
33000US336,"Lexington-Fayette--Richmond--Frankfort, KY","http://en.wikipedia.org/wiki/Lexington-Fayette%E2%80%93Richmond%E2%80%93Frankfort,_KY_Combined_Statistical_Area"
33000US454,"Redding-Red Bluff, CA","http://en.wikipedia.org/wiki/Redding-Red_Bluff,_CA_Combined_Statistical_Area"
33000US330,"Lansing-East Lansing-Owosso, MI","http://en.wikipedia.org/wiki/Lansing-East_Lansing-Owosso,_MI_Combined_Statistical_Area"
33000US456,"Reno-Carson City-Fernley, NV","http://en.wikipedia.org/wiki/Reno-Carson_City-Fernley,_NV_Combined_Statistical_Area"
33000US332,"Las Vegas-Henderson, NV-AZ","http://en.wikipedia.org/wiki/Las_Vegas-Henderson,_NV-AZ_Combined_Statistical_Area"
33000US258,"Fort Wayne-Huntington-Auburn, IN","http://en.wikipedia.org/wiki/Fort_Wayne-Huntington-Auburn,_IN_Combined_Statistical_Area"
33000US178,"Cincinnati-Wilmington-Maysville, OH-KY-IN","http://en.wikipedia.org/wiki/Cincinnati-Wilmington-Maysville,_OH-KY-IN_Combined_Statistical_Area"
33000US176,"Chicago-Naperville, IL-IN-WI","http://en.wikipedia.org/wiki/Chicago-Naperville,_IL-IN-WI_Combined_Statistical_Area"
33000US174,"Chattanooga-Cleveland-Dalton, TN-GA-AL","http://en.wikipedia.org/wiki/Chattanooga-Cleveland-Dalton,_TN-GA-AL_Combined_Statistical_Area"
33000US172,"Charlotte-Concord, NC-SC","http://en.wikipedia.org/wiki/Charlotte-Concord,_NC-SC_Combined_Statistical_Area"
33000US170,"Charleston-Huntington-Ashland, WV-OH-KY","http://en.wikipedia.org/wiki/Charleston-Huntington-Ashland,_WV-OH-KY_Combined_Statistical_Area"
33000US554,"Wausau-Stevens Point-Wisconsin Rapids, WI","http://en.wikipedia.org/wiki/Wausau-Stevens_Point-Wisconsin_Rapids,_WI_Combined_Statistical_Area"
33000US288,"Houston-The Woodlands, TX","http://en.wikipedia.org/wiki/Houston-The_Woodlands,_TX_Combined_Statistical_Area"
33000US346,"Longview-Marshall, TX","http://en.wikipedia.org/wiki/Longview-Marshall,_TX_Combined_Statistical_Area"
33000US316,"Kokomo-Peru, IN","http://en.wikipedia.org/wiki/Kokomo-Peru,_IN_Combined_Statistical_Area"
33000US184,"Cleveland-Akron-Canton, OH","http://en.wikipedia.org/wiki/Cleveland-Akron-Canton,_OH_Combined_Statistical_Area"
33000US185,"Cleveland-Indianola, MS","http://en.wikipedia.org/wiki/Cleveland-Indianola,_MS_Combined_Statistical_Area"
33000US340,"Little Rock-North Little Rock, AR","http://en.wikipedia.org/wiki/Little_Rock-North_Little_Rock,_AR_Combined_Statistical_Area"
33000US188,"Clovis-Portales, NM","http://en.wikipedia.org/wiki/Clovis-Portales,_NM_Combined_Statistical_Area"
33000US500,"Seattle-Tacoma, WA","http://en.wikipedia.org/wiki/Seattle-Tacoma,_WA_Combined_Statistical_Area"
33000US468,"Rocky Mount-Wilson-Roanoke Rapids, NC","http://en.wikipedia.org/wiki/Rocky_Mount-Wilson-Roanoke_Rapids,_NC_Combined_Statistical_Area"
33000US464,"Rochester-Batavia-Seneca Falls, NY","http://en.wikipedia.org/wiki/Rochester-Batavia-Seneca_Falls,_NY_Combined_Statistical_Area"
33000US466,"Rockford-Freeport-Rochelle, IL","http://en.wikipedia.org/wiki/Rockford-Freeport-Rochelle,_IL_Combined_Statistical_Area"
33000US566,"Youngstown-Warren, OH-PA","http://en.wikipedia.org/wiki/Youngstown-Warren,_OH-PA_Combined_Statistical_Area"
33000US462,"Rochester-Austin, MN","http://en.wikipedia.org/wiki/Rochester-Austin,_MN_Combined_Statistical_Area"
33000US168,"Cedar Rapids-Iowa City, IA","http://en.wikipedia.org/wiki/Cedar_Rapids-Iowa_City,_IA_Combined_Statistical_Area"
33000US164,"Cape Girardeau-Sikeston, MO-IL","http://en.wikipedia.org/wiki/Cape_Girardeau-Sikeston,_MO-IL_Combined_Statistical_Area"
33000US314,"Knoxville-Morristown-Sevierville, TN","http://en.wikipedia.org/wiki/Knoxville-Morristown-Sevierville,_TN_Combined_Statistical_Area"
33000US160,"Buffalo-Cheektowaga, NY","http://en.wikipedia.org/wiki/Buffalo-Cheektowaga,_NY_Combined_Statistical_Area"
33000US222,"Dothan-Enterprise-Ozark, AL","http://en.wikipedia.org/wiki/Dothan-Enterprise-Ozark,_AL_Combined_Statistical_Area"
33000US162,"Cape Coral-Fort Myers-Naples, FL","http://en.wikipedia.org/wiki/Cape_Coral-Fort_Myers-Naples,_FL_Combined_Statistical_Area"
33000US220,"Detroit-Warren-Ann Arbor, MI","http://en.wikipedia.org/wiki/Detroit-Warren-Ann_Arbor,_MI_Combined_Statistical_Area"
33000US273,"Greenville-Spartanburg-Anderson, SC","http://en.wikipedia.org/wiki/Greenville-Spartanburg-Anderson,_SC_Combined_Statistical_Area"
33000US150,"Bowling Green-Glasgow, KY","http://en.wikipedia.org/wiki/Bowling_Green-Glasgow,_KY_Combined_Statistical_Area"
33000US154,"Brownsville-Harlingen-Raymondville, TX","http://en.wikipedia.org/wiki/Brownsville-Harlingen-Raymondville,_TX_Combined_Statistical_Area"
33000US400,"Nashville-Davidson--Murfreesboro, TN","http://en.wikipedia.org/wiki/Nashville-Davidson%E2%80%93Murfreesboro,_TN_Combined_Statistical_Area"
33000US556,"Wichita-Arkansas City-Winfield, KS","http://en.wikipedia.org/wiki/Wichita-Arkansas_City-Winfield,_KS_Combined_Statistical_Area"
33000US278,"Hartford-West Hartford, CT","http://en.wikipedia.org/wiki/Hartford-West_Hartford,_CT_Combined_Statistical_Area"
33000US238,"El Paso-Las Cruces, TX-NM","http://en.wikipedia.org/wiki/El_Paso-Las_Cruces,_TX-NM_Combined_Statistical_Area"
33000US236,"Elmira-Corning, NY","http://en.wikipedia.org/wiki/Elmira-Corning,_NY_Combined_Statistical_Area"
33000US232,"Eau Claire-Menomonie, WI","http://en.wikipedia.org/wiki/Eau_Claire-Menomonie,_WI_Combined_Statistical_Area"
33000US233,"Edwards-Glenwood Springs, CO","http://en.wikipedia.org/wiki/Edwards-Glenwood_Springs,_CO_Combined_Statistical_Area"
33000US472,"Sacramento-Roseville, CA","http://en.wikipedia.org/wiki/Sacramento-Roseville,_CA_Combined_Statistical_Area"
33000US320,"Lafayette-West Lafayette-Frankfort, IN","http://en.wikipedia.org/wiki/Lafayette-West_Lafayette-Frankfort,_IN_Combined_Statistical_Area"
33000US277,"Harrisonburg-Staunton-Waynesboro, VA","http://en.wikipedia.org/wiki/Harrisonburg-Staunton-Waynesboro,_VA_Combined_Statistical_Area"
33000US146,"Bloomsburg-Berwick-Sunbury, PA","http://en.wikipedia.org/wiki/Bloomsburg-Berwick-Sunbury,_PA_Combined_Statistical_Area"
33000US147,"Boise City-Mountain Home-Ontario, ID-OR","http://en.wikipedia.org/wiki/Boise_City-Mountain_Home-Ontario,_ID-OR_Combined_Statistical_Area"
33000US144,"Bloomington-Bedford, IN","http://en.wikipedia.org/wiki/Bloomington-Bedford,_IN_Combined_Statistical_Area"
33000US145,"Bloomington-Pontiac, IL","http://en.wikipedia.org/wiki/Bloomington-Pontiac,_IL_Combined_Statistical_Area"
33000US142,"Birmingham-Hoover-Talladega, AL","http://en.wikipedia.org/wiki/Birmingham-Hoover-Talladega,_AL_Combined_Statistical_Area"
33000US204,"Corpus Christi-Kingsville-Alice, TX","http://en.wikipedia.org/wiki/Corpus_Christi-Kingsville-Alice,_TX_Combined_Statistical_Area"
33000US140,"Bend-Redmond-Prineville, OR","http://en.wikipedia.org/wiki/Bend-Redmond-Prineville,_OR_Combined_Statistical_Area"
33000US206,"Dallas-Fort Worth, TX-OK","http://en.wikipedia.org/wiki/Dallas-Fort_Worth,_TX-OK_Combined_Statistical_Area"
33000US209,"Davenport-Moline, IA-IL","http://en.wikipedia.org/wiki/Davenport-Moline,_IA-IL_Combined_Statistical_Area"
33000US148,"Boston-Worcester-Providence, MA-RI-NH-CT","http://en.wikipedia.org/wiki/Boston-Worcester-Providence,_MA-RI-NH-CT_Combined_Statistical_Area"
33000US488,"San Jose-San Francisco-Oakland, CA","http://en.wikipedia.org/wiki/San_Jose-San_Francisco-Oakland,_CA_Combined_Statistical_Area"
33000US482,"Salt Lake City-Provo-Orem, UT","http://en.wikipedia.org/wiki/Salt_Lake_City-Provo-Orem,_UT_Combined_Statistical_Area"
33000US512,"Sioux City-Vermillion, IA-SD-NE","http://en.wikipedia.org/wiki/Sioux_City-Vermillion,_IA-SD-NE_Combined_Statistical_Area"
33000US357,"Madison-Janesville-Beloit, WI","http://en.wikipedia.org/wiki/Madison-Janesville-Beloit,_WI_Combined_Statistical_Area"
33000US356,"Macon-Warner Robins, GA","http://en.wikipedia.org/wiki/Macon-Warner_Robins,_GA_Combined_Statistical_Area"
33000US470,"Rome-Summerville, GA","http://en.wikipedia.org/wiki/Rome-Summerville,_GA_Combined_Statistical_Area"
33000US476,"St. Louis-St. Charles-Farmington, MO-IL","http://en.wikipedia.org/wiki/St._Louis-St._Charles-Farmington,_MO-IL_Combined_Statistical_Area"
33000US352,"Lubbock-Levelland, TX","http://en.wikipedia.org/wiki/Lubbock-Levelland,_TX_Combined_Statistical_Area"
33000US474,"Saginaw-Midland-Bay City, MI","http://en.wikipedia.org/wiki/Saginaw-Midland-Bay_City,_MI_Combined_Statistical_Area"
33000US350,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN","http://en.wikipedia.org/wiki/Louisville/Jefferson_County%E2%80%93Elizabethtown%E2%80%93Madison,_KY-IN_Combined_Statistical_Area"
33000US359,"Mankato-New Ulm-North Mankato, MN","http://en.wikipedia.org/wiki/Mankato-New_Ulm-North_Mankato,_MN_Combined_Statistical_Area"
33000US358,"Manhattan-Junction City, KS","http://en.wikipedia.org/wiki/Manhattan-Junction_City,_KS_Combined_Statistical_Area"
