full_geoid,state,name,wiki_url
05000US17011,IL,Bureau County,"https://en.wikipedia.org/wiki/Bureau_County,_Illinois"
05000US17013,IL,Calhoun County,"https://en.wikipedia.org/wiki/Calhoun_County,_Illinois"
05000US17015,IL,Carroll County,"https://en.wikipedia.org/wiki/Carroll_County,_Illinois"
05000US17017,IL,Cass County,"https://en.wikipedia.org/wiki/Cass_County,_Illinois"
05000US17019,IL,Champaign County,"https://en.wikipedia.org/wiki/Champaign_County,_Illinois"
05000US17021,IL,Christian County,"https://en.wikipedia.org/wiki/Christian_County,_Illinois"
05000US17023,IL,Clark County,"https://en.wikipedia.org/wiki/Clark_County,_Illinois"
05000US17025,IL,Clay County,"https://en.wikipedia.org/wiki/Clay_County,_Illinois"
05000US17027,IL,Clinton County,"https://en.wikipedia.org/wiki/Clinton_County,_Illinois"
05000US17029,IL,Coles County,"https://en.wikipedia.org/wiki/Coles_County,_Illinois"
05000US17031,IL,Cook County,"https://en.wikipedia.org/wiki/Cook_County,_Illinois"
05000US17033,IL,Crawford County,"https://en.wikipedia.org/wiki/Crawford_County,_Illinois"
05000US17035,IL,Cumberland County,"https://en.wikipedia.org/wiki/Cumberland_County,_Illinois"
05000US17037,IL,DeKalb County,"https://en.wikipedia.org/wiki/DeKalb_County,_Illinois"
05000US17039,IL,De Witt County,"https://en.wikipedia.org/wiki/De_Witt_County,_Illinois"
05000US17041,IL,Douglas County,"https://en.wikipedia.org/wiki/Douglas_County,_Illinois"
05000US17043,IL,DuPage County,"https://en.wikipedia.org/wiki/DuPage_County,_Illinois"
05000US17045,IL,Edgar County,"https://en.wikipedia.org/wiki/Edgar_County,_Illinois"
05000US17047,IL,Edwards County,"https://en.wikipedia.org/wiki/Edwards_County,_Illinois"
05000US17049,IL,Effingham County,"https://en.wikipedia.org/wiki/Effingham_County,_Illinois"
05000US17051,IL,Fayette County,"https://en.wikipedia.org/wiki/Fayette_County,_Illinois"
05000US17053,IL,Ford County,"https://en.wikipedia.org/wiki/Ford_County,_Illinois"
05000US17055,IL,Franklin County,"https://en.wikipedia.org/wiki/Franklin_County,_Illinois"
05000US17057,IL,Fulton County,"https://en.wikipedia.org/wiki/Fulton_County,_Illinois"
05000US17059,IL,Gallatin County,"https://en.wikipedia.org/wiki/Gallatin_County,_Illinois"
05000US17061,IL,Greene County,"https://en.wikipedia.org/wiki/Greene_County,_Illinois"
05000US17063,IL,Grundy County,"https://en.wikipedia.org/wiki/Grundy_County,_Illinois"
05000US17065,IL,Hamilton County,"https://en.wikipedia.org/wiki/Hamilton_County,_Illinois"
05000US17067,IL,Hancock County,"https://en.wikipedia.org/wiki/Hancock_County,_Illinois"
05000US17069,IL,Hardin County,"https://en.wikipedia.org/wiki/Hardin_County,_Illinois"
05000US17071,IL,Henderson County,"https://en.wikipedia.org/wiki/Henderson_County,_Illinois"
05000US17073,IL,Henry County,"https://en.wikipedia.org/wiki/Henry_County,_Illinois"
05000US17075,IL,Iroquois County,"https://en.wikipedia.org/wiki/Iroquois_County,_Illinois"
05000US17077,IL,Jackson County,"https://en.wikipedia.org/wiki/Jackson_County,_Illinois"
05000US17079,IL,Jasper County,"https://en.wikipedia.org/wiki/Jasper_County,_Illinois"
05000US17081,IL,Jefferson County,"https://en.wikipedia.org/wiki/Jefferson_County,_Illinois"
05000US17083,IL,Jersey County,"https://en.wikipedia.org/wiki/Jersey_County,_Illinois"
05000US17085,IL,Jo Daviess County,"https://en.wikipedia.org/wiki/Jo_Daviess_County,_Illinois"
05000US17087,IL,Johnson County,"https://en.wikipedia.org/wiki/Johnson_County,_Illinois"
05000US17089,IL,Kane County,"https://en.wikipedia.org/wiki/Kane_County,_Illinois"
05000US17091,IL,Kankakee County,"https://en.wikipedia.org/wiki/Kankakee_County,_Illinois"
05000US17093,IL,Kendall County,"https://en.wikipedia.org/wiki/Kendall_County,_Illinois"
05000US17095,IL,Knox County,"https://en.wikipedia.org/wiki/Knox_County,_Illinois"
05000US17097,IL,Lake County,"https://en.wikipedia.org/wiki/Lake_County,_Illinois"
05000US17099,IL,LaSalle County,"https://en.wikipedia.org/wiki/LaSalle_County,_Illinois"
05000US17101,IL,Lawrence County,"https://en.wikipedia.org/wiki/Lawrence_County,_Illinois"
05000US17103,IL,Lee County,"https://en.wikipedia.org/wiki/Lee_County,_Illinois"
05000US17105,IL,Livingston County,"https://en.wikipedia.org/wiki/Livingston_County,_Illinois"
05000US17107,IL,Logan County,"https://en.wikipedia.org/wiki/Logan_County,_Illinois"
05000US17109,IL,McDonough County,"https://en.wikipedia.org/wiki/McDonough_County,_Illinois"
05000US17111,IL,McHenry County,"https://en.wikipedia.org/wiki/McHenry_County,_Illinois"
05000US17113,IL,McLean County,"https://en.wikipedia.org/wiki/McLean_County,_Illinois"
05000US17115,IL,Macon County,"https://en.wikipedia.org/wiki/Macon_County,_Illinois"
05000US17117,IL,Macoupin County,"https://en.wikipedia.org/wiki/Macoupin_County,_Illinois"
05000US17119,IL,Madison County,"https://en.wikipedia.org/wiki/Madison_County,_Illinois"
05000US17121,IL,Marion County,"https://en.wikipedia.org/wiki/Marion_County,_Illinois"
05000US17123,IL,Marshall County,"https://en.wikipedia.org/wiki/Marshall_County,_Illinois"
05000US17125,IL,Mason County,"https://en.wikipedia.org/wiki/Mason_County,_Illinois"
05000US17127,IL,Massac County,"https://en.wikipedia.org/wiki/Massac_County,_Illinois"
05000US17129,IL,Menard County,"https://en.wikipedia.org/wiki/Menard_County,_Illinois"
05000US17131,IL,Mercer County,"https://en.wikipedia.org/wiki/Mercer_County,_Illinois"
05000US17133,IL,Monroe County,"https://en.wikipedia.org/wiki/Monroe_County,_Illinois"
05000US17135,IL,Montgomery County,"https://en.wikipedia.org/wiki/Montgomery_County,_Illinois"
05000US17137,IL,Morgan County,"https://en.wikipedia.org/wiki/Morgan_County,_Illinois"
05000US17139,IL,Moultrie County,"https://en.wikipedia.org/wiki/Moultrie_County,_Illinois"
05000US17141,IL,Ogle County,"https://en.wikipedia.org/wiki/Ogle_County,_Illinois"
05000US17143,IL,Peoria County,"https://en.wikipedia.org/wiki/Peoria_County,_Illinois"
05000US17145,IL,Perry County,"https://en.wikipedia.org/wiki/Perry_County,_Illinois"
05000US17147,IL,Piatt County,"https://en.wikipedia.org/wiki/Piatt_County,_Illinois"
05000US17149,IL,Pike County,"https://en.wikipedia.org/wiki/Pike_County,_Illinois"
05000US17151,IL,Pope County,"https://en.wikipedia.org/wiki/Pope_County,_Illinois"
05000US17153,IL,Pulaski County,"https://en.wikipedia.org/wiki/Pulaski_County,_Illinois"
05000US17155,IL,Putnam County,"https://en.wikipedia.org/wiki/Putnam_County,_Illinois"
05000US17157,IL,Randolph County,"https://en.wikipedia.org/wiki/Randolph_County,_Illinois"
05000US17159,IL,Richland County,"https://en.wikipedia.org/wiki/Richland_County,_Illinois"
05000US17161,IL,Rock Island County,"https://en.wikipedia.org/wiki/Rock_Island_County,_Illinois"
05000US17163,IL,St. Clair County,"https://en.wikipedia.org/wiki/St._Clair_County,_Illinois"
05000US17165,IL,Saline County,"https://en.wikipedia.org/wiki/Saline_County,_Illinois"
05000US17167,IL,Sangamon County,"https://en.wikipedia.org/wiki/Sangamon_County,_Illinois"
05000US17169,IL,Schuyler County,"https://en.wikipedia.org/wiki/Schuyler_County,_Illinois"
05000US17171,IL,Scott County,"https://en.wikipedia.org/wiki/Scott_County,_Illinois"
05000US17173,IL,Shelby County,"https://en.wikipedia.org/wiki/Shelby_County,_Illinois"
05000US17175,IL,Stark County,"https://en.wikipedia.org/wiki/Stark_County,_Illinois"
05000US17177,IL,Stephenson County,"https://en.wikipedia.org/wiki/Stephenson_County,_Illinois"
05000US17179,IL,Tazewell County,"https://en.wikipedia.org/wiki/Tazewell_County,_Illinois"
05000US17181,IL,Union County,"https://en.wikipedia.org/wiki/Union_County,_Illinois"
05000US17183,IL,Vermilion County,"https://en.wikipedia.org/wiki/Vermilion_County,_Illinois"
05000US17185,IL,Wabash County,"https://en.wikipedia.org/wiki/Wabash_County,_Illinois"
05000US17187,IL,Warren County,"https://en.wikipedia.org/wiki/Warren_County,_Illinois"
05000US17189,IL,Washington County,"https://en.wikipedia.org/wiki/Washington_County,_Illinois"
05000US17191,IL,Wayne County,"https://en.wikipedia.org/wiki/Wayne_County,_Illinois"
05000US17193,IL,White County,"https://en.wikipedia.org/wiki/White_County,_Illinois"
05000US17195,IL,Whiteside County,"https://en.wikipedia.org/wiki/Whiteside_County,_Illinois"
05000US17197,IL,Will County,"https://en.wikipedia.org/wiki/Will_County,_Illinois"
05000US17199,IL,Williamson County,"https://en.wikipedia.org/wiki/Williamson_County,_Illinois"
05000US17201,IL,Winnebago County,"https://en.wikipedia.org/wiki/Winnebago_County,_Illinois"
05000US17203,IL,Woodford County,"https://en.wikipedia.org/wiki/Woodford_County,_Illinois"
05000US18001,IN,Adams County,"https://en.wikipedia.org/wiki/Adams_County,_Indiana"
05000US18003,IN,Allen County,"https://en.wikipedia.org/wiki/Allen_County,_Indiana"
05000US18005,IN,Bartholomew County,"https://en.wikipedia.org/wiki/Bartholomew_County,_Indiana"
05000US18007,IN,Benton County,"https://en.wikipedia.org/wiki/Benton_County,_Indiana"
05000US18009,IN,Blackford County,"https://en.wikipedia.org/wiki/Blackford_County,_Indiana"
05000US18011,IN,Boone County,"https://en.wikipedia.org/wiki/Boone_County,_Indiana"
05000US18013,IN,Brown County,"https://en.wikipedia.org/wiki/Brown_County,_Indiana"
05000US18015,IN,Carroll County,"https://en.wikipedia.org/wiki/Carroll_County,_Indiana"
05000US18017,IN,Cass County,"https://en.wikipedia.org/wiki/Cass_County,_Indiana"
05000US18019,IN,Clark County,"https://en.wikipedia.org/wiki/Clark_County,_Indiana"
05000US18021,IN,Clay County,"https://en.wikipedia.org/wiki/Clay_County,_Indiana"
05000US18023,IN,Clinton County,"https://en.wikipedia.org/wiki/Clinton_County,_Indiana"
05000US18025,IN,Crawford County,"https://en.wikipedia.org/wiki/Crawford_County,_Indiana"
05000US18027,IN,Daviess County,"https://en.wikipedia.org/wiki/Daviess_County,_Indiana"
05000US18029,IN,Dearborn County,"https://en.wikipedia.org/wiki/Dearborn_County,_Indiana"
05000US18031,IN,Decatur County,"https://en.wikipedia.org/wiki/Decatur_County,_Indiana"
05000US18033,IN,DeKalb County,"https://en.wikipedia.org/wiki/DeKalb_County,_Indiana"
05000US18035,IN,Delaware County,"https://en.wikipedia.org/wiki/Delaware_County,_Indiana"
05000US18037,IN,Dubois County,"https://en.wikipedia.org/wiki/Dubois_County,_Indiana"
05000US18039,IN,Elkhart County,"https://en.wikipedia.org/wiki/Elkhart_County,_Indiana"
05000US18041,IN,Fayette County,"https://en.wikipedia.org/wiki/Fayette_County,_Indiana"
05000US18043,IN,Floyd County,"https://en.wikipedia.org/wiki/Floyd_County,_Indiana"
05000US18045,IN,Fountain County,"https://en.wikipedia.org/wiki/Fountain_County,_Indiana"
05000US18047,IN,Franklin County,"https://en.wikipedia.org/wiki/Franklin_County,_Indiana"
05000US18049,IN,Fulton County,"https://en.wikipedia.org/wiki/Fulton_County,_Indiana"
05000US18051,IN,Gibson County,"https://en.wikipedia.org/wiki/Gibson_County,_Indiana"
05000US18053,IN,Grant County,"https://en.wikipedia.org/wiki/Grant_County,_Indiana"
05000US18055,IN,Greene County,"https://en.wikipedia.org/wiki/Greene_County,_Indiana"
05000US18057,IN,Hamilton County,"https://en.wikipedia.org/wiki/Hamilton_County,_Indiana"
05000US18059,IN,Hancock County,"https://en.wikipedia.org/wiki/Hancock_County,_Indiana"
05000US18061,IN,Harrison County,"https://en.wikipedia.org/wiki/Harrison_County,_Indiana"
05000US18063,IN,Hendricks County,"https://en.wikipedia.org/wiki/Hendricks_County,_Indiana"
05000US18065,IN,Henry County,"https://en.wikipedia.org/wiki/Henry_County,_Indiana"
05000US18067,IN,Howard County,"https://en.wikipedia.org/wiki/Howard_County,_Indiana"
05000US18069,IN,Huntington County,"https://en.wikipedia.org/wiki/Huntington_County,_Indiana"
05000US18071,IN,Jackson County,"https://en.wikipedia.org/wiki/Jackson_County,_Indiana"
05000US18073,IN,Jasper County,"https://en.wikipedia.org/wiki/Jasper_County,_Indiana"
05000US18075,IN,Jay County,"https://en.wikipedia.org/wiki/Jay_County,_Indiana"
05000US18077,IN,Jefferson County,"https://en.wikipedia.org/wiki/Jefferson_County,_Indiana"
05000US18079,IN,Jennings County,"https://en.wikipedia.org/wiki/Jennings_County,_Indiana"
05000US18081,IN,Johnson County,"https://en.wikipedia.org/wiki/Johnson_County,_Indiana"
05000US18083,IN,Knox County,"https://en.wikipedia.org/wiki/Knox_County,_Indiana"
05000US18085,IN,Kosciusko County,"https://en.wikipedia.org/wiki/Kosciusko_County,_Indiana"
05000US18087,IN,LaGrange County,"https://en.wikipedia.org/wiki/LaGrange_County,_Indiana"
05000US18089,IN,Lake County,"https://en.wikipedia.org/wiki/Lake_County,_Indiana"
05000US18091,IN,LaPorte County,"https://en.wikipedia.org/wiki/LaPorte_County,_Indiana"
05000US18093,IN,Lawrence County,"https://en.wikipedia.org/wiki/Lawrence_County,_Indiana"
05000US18095,IN,Madison County,"https://en.wikipedia.org/wiki/Madison_County,_Indiana"
05000US18097,IN,Marion County,"https://en.wikipedia.org/wiki/Marion_County,_Indiana"
05000US18099,IN,Marshall County,"https://en.wikipedia.org/wiki/Marshall_County,_Indiana"
05000US18101,IN,Martin County,"https://en.wikipedia.org/wiki/Martin_County,_Indiana"
05000US18103,IN,Miami County,"https://en.wikipedia.org/wiki/Miami_County,_Indiana"
05000US18105,IN,Monroe County,"https://en.wikipedia.org/wiki/Monroe_County,_Indiana"
05000US18107,IN,Montgomery County,"https://en.wikipedia.org/wiki/Montgomery_County,_Indiana"
05000US18109,IN,Morgan County,"https://en.wikipedia.org/wiki/Morgan_County,_Indiana"
05000US18111,IN,Newton County,"https://en.wikipedia.org/wiki/Newton_County,_Indiana"
05000US18113,IN,Noble County,"https://en.wikipedia.org/wiki/Noble_County,_Indiana"
05000US18115,IN,Ohio County,"https://en.wikipedia.org/wiki/Ohio_County,_Indiana"
05000US18117,IN,Orange County,"https://en.wikipedia.org/wiki/Orange_County,_Indiana"
05000US18119,IN,Owen County,"https://en.wikipedia.org/wiki/Owen_County,_Indiana"
05000US18121,IN,Parke County,"https://en.wikipedia.org/wiki/Parke_County,_Indiana"
05000US18123,IN,Perry County,"https://en.wikipedia.org/wiki/Perry_County,_Indiana"
05000US18125,IN,Pike County,"https://en.wikipedia.org/wiki/Pike_County,_Indiana"
05000US18127,IN,Porter County,"https://en.wikipedia.org/wiki/Porter_County,_Indiana"
05000US18129,IN,Posey County,"https://en.wikipedia.org/wiki/Posey_County,_Indiana"
05000US18131,IN,Pulaski County,"https://en.wikipedia.org/wiki/Pulaski_County,_Indiana"
05000US18133,IN,Putnam County,"https://en.wikipedia.org/wiki/Putnam_County,_Indiana"
05000US18135,IN,Randolph County,"https://en.wikipedia.org/wiki/Randolph_County,_Indiana"
05000US18137,IN,Ripley County,"https://en.wikipedia.org/wiki/Ripley_County,_Indiana"
05000US18139,IN,Rush County,"https://en.wikipedia.org/wiki/Rush_County,_Indiana"
05000US18141,IN,St. Joseph County,"https://en.wikipedia.org/wiki/St._Joseph_County,_Indiana"
05000US18143,IN,Scott County,"https://en.wikipedia.org/wiki/Scott_County,_Indiana"
05000US18145,IN,Shelby County,"https://en.wikipedia.org/wiki/Shelby_County,_Indiana"
05000US18147,IN,Spencer County,"https://en.wikipedia.org/wiki/Spencer_County,_Indiana"
05000US18149,IN,Starke County,"https://en.wikipedia.org/wiki/Starke_County,_Indiana"
05000US18151,IN,Steuben County,"https://en.wikipedia.org/wiki/Steuben_County,_Indiana"
05000US18153,IN,Sullivan County,"https://en.wikipedia.org/wiki/Sullivan_County,_Indiana"
05000US18155,IN,Switzerland County,"https://en.wikipedia.org/wiki/Switzerland_County,_Indiana"
05000US18157,IN,Tippecanoe County,"https://en.wikipedia.org/wiki/Tippecanoe_County,_Indiana"
05000US18159,IN,Tipton County,"https://en.wikipedia.org/wiki/Tipton_County,_Indiana"
05000US18161,IN,Union County,"https://en.wikipedia.org/wiki/Union_County,_Indiana"
05000US18163,IN,Vanderburgh County,"https://en.wikipedia.org/wiki/Vanderburgh_County,_Indiana"
05000US18165,IN,Vermillion County,"https://en.wikipedia.org/wiki/Vermillion_County,_Indiana"
05000US18167,IN,Vigo County,"https://en.wikipedia.org/wiki/Vigo_County,_Indiana"
05000US18169,IN,Wabash County,"https://en.wikipedia.org/wiki/Wabash_County,_Indiana"
05000US18171,IN,Warren County,"https://en.wikipedia.org/wiki/Warren_County,_Indiana"
05000US18173,IN,Warrick County,"https://en.wikipedia.org/wiki/Warrick_County,_Indiana"
05000US18175,IN,Washington County,"https://en.wikipedia.org/wiki/Washington_County,_Indiana"
05000US18177,IN,Wayne County,"https://en.wikipedia.org/wiki/Wayne_County,_Indiana"
05000US18179,IN,Wells County,"https://en.wikipedia.org/wiki/Wells_County,_Indiana"
05000US18181,IN,White County,"https://en.wikipedia.org/wiki/White_County,_Indiana"
05000US18183,IN,Whitley County,"https://en.wikipedia.org/wiki/Whitley_County,_Indiana"
05000US19001,IA,Adair County,"https://en.wikipedia.org/wiki/Adair_County,_Iowa"
05000US19003,IA,Adams County,"https://en.wikipedia.org/wiki/Adams_County,_Iowa"
05000US19005,IA,Allamakee County,"https://en.wikipedia.org/wiki/Allamakee_County,_Iowa"
05000US19007,IA,Appanoose County,"https://en.wikipedia.org/wiki/Appanoose_County,_Iowa"
05000US19009,IA,Audubon County,"https://en.wikipedia.org/wiki/Audubon_County,_Iowa"
05000US19011,IA,Benton County,"https://en.wikipedia.org/wiki/Benton_County,_Iowa"
05000US19013,IA,Black Hawk County,"https://en.wikipedia.org/wiki/Black_Hawk_County,_Iowa"
05000US19015,IA,Boone County,"https://en.wikipedia.org/wiki/Boone_County,_Iowa"
05000US19017,IA,Bremer County,"https://en.wikipedia.org/wiki/Bremer_County,_Iowa"
05000US19019,IA,Buchanan County,"https://en.wikipedia.org/wiki/Buchanan_County,_Iowa"
05000US19021,IA,Buena Vista County,"https://en.wikipedia.org/wiki/Buena_Vista_County,_Iowa"
05000US19023,IA,Butler County,"https://en.wikipedia.org/wiki/Butler_County,_Iowa"
05000US19025,IA,Calhoun County,"https://en.wikipedia.org/wiki/Calhoun_County,_Iowa"
05000US19027,IA,Carroll County,"https://en.wikipedia.org/wiki/Carroll_County,_Iowa"
05000US19029,IA,Cass County,"https://en.wikipedia.org/wiki/Cass_County,_Iowa"
05000US19031,IA,Cedar County,"https://en.wikipedia.org/wiki/Cedar_County,_Iowa"
05000US19033,IA,Cerro Gordo County,"https://en.wikipedia.org/wiki/Cerro_Gordo_County,_Iowa"
05000US19035,IA,Cherokee County,"https://en.wikipedia.org/wiki/Cherokee_County,_Iowa"
05000US19037,IA,Chickasaw County,"https://en.wikipedia.org/wiki/Chickasaw_County,_Iowa"
05000US19039,IA,Clarke County,"https://en.wikipedia.org/wiki/Clarke_County,_Iowa"
05000US19041,IA,Clay County,"https://en.wikipedia.org/wiki/Clay_County,_Iowa"
05000US19043,IA,Clayton County,"https://en.wikipedia.org/wiki/Clayton_County,_Iowa"
05000US19045,IA,Clinton County,"https://en.wikipedia.org/wiki/Clinton_County,_Iowa"
05000US19047,IA,Crawford County,"https://en.wikipedia.org/wiki/Crawford_County,_Iowa"
05000US19049,IA,Dallas County,"https://en.wikipedia.org/wiki/Dallas_County,_Iowa"
05000US19051,IA,Davis County,"https://en.wikipedia.org/wiki/Davis_County,_Iowa"
05000US19053,IA,Decatur County,"https://en.wikipedia.org/wiki/Decatur_County,_Iowa"
05000US19055,IA,Delaware County,"https://en.wikipedia.org/wiki/Delaware_County,_Iowa"
05000US19057,IA,Des Moines County,"https://en.wikipedia.org/wiki/Des_Moines_County,_Iowa"
05000US19059,IA,Dickinson County,"https://en.wikipedia.org/wiki/Dickinson_County,_Iowa"
05000US19061,IA,Dubuque County,"https://en.wikipedia.org/wiki/Dubuque_County,_Iowa"
05000US19063,IA,Emmet County,"https://en.wikipedia.org/wiki/Emmet_County,_Iowa"
05000US19065,IA,Fayette County,"https://en.wikipedia.org/wiki/Fayette_County,_Iowa"
05000US19067,IA,Floyd County,"https://en.wikipedia.org/wiki/Floyd_County,_Iowa"
05000US19069,IA,Franklin County,"https://en.wikipedia.org/wiki/Franklin_County,_Iowa"
05000US19071,IA,Fremont County,"https://en.wikipedia.org/wiki/Fremont_County,_Iowa"
05000US19073,IA,Greene County,"https://en.wikipedia.org/wiki/Greene_County,_Iowa"
05000US19075,IA,Grundy County,"https://en.wikipedia.org/wiki/Grundy_County,_Iowa"
05000US19077,IA,Guthrie County,"https://en.wikipedia.org/wiki/Guthrie_County,_Iowa"
05000US19079,IA,Hamilton County,"https://en.wikipedia.org/wiki/Hamilton_County,_Iowa"
05000US19081,IA,Hancock County,"https://en.wikipedia.org/wiki/Hancock_County,_Iowa"
05000US19083,IA,Hardin County,"https://en.wikipedia.org/wiki/Hardin_County,_Iowa"
05000US19085,IA,Harrison County,"https://en.wikipedia.org/wiki/Harrison_County,_Iowa"
05000US19087,IA,Henry County,"https://en.wikipedia.org/wiki/Henry_County,_Iowa"
05000US19089,IA,Howard County,"https://en.wikipedia.org/wiki/Howard_County,_Iowa"
05000US19091,IA,Humboldt County,"https://en.wikipedia.org/wiki/Humboldt_County,_Iowa"
05000US19093,IA,Ida County,"https://en.wikipedia.org/wiki/Ida_County,_Iowa"
05000US19095,IA,Iowa County,"https://en.wikipedia.org/wiki/Iowa_County,_Iowa"
05000US19097,IA,Jackson County,"https://en.wikipedia.org/wiki/Jackson_County,_Iowa"
05000US19099,IA,Jasper County,"https://en.wikipedia.org/wiki/Jasper_County,_Iowa"
05000US19101,IA,Jefferson County,"https://en.wikipedia.org/wiki/Jefferson_County,_Iowa"
05000US19103,IA,Johnson County,"https://en.wikipedia.org/wiki/Johnson_County,_Iowa"
05000US19105,IA,Jones County,"https://en.wikipedia.org/wiki/Jones_County,_Iowa"
05000US19107,IA,Keokuk County,"https://en.wikipedia.org/wiki/Keokuk_County,_Iowa"
05000US19109,IA,Kossuth County,"https://en.wikipedia.org/wiki/Kossuth_County,_Iowa"
05000US19111,IA,Lee County,"https://en.wikipedia.org/wiki/Lee_County,_Iowa"
05000US19113,IA,Linn County,"https://en.wikipedia.org/wiki/Linn_County,_Iowa"
05000US19115,IA,Louisa County,"https://en.wikipedia.org/wiki/Louisa_County,_Iowa"
05000US19117,IA,Lucas County,"https://en.wikipedia.org/wiki/Lucas_County,_Iowa"
05000US19119,IA,Lyon County,"https://en.wikipedia.org/wiki/Lyon_County,_Iowa"
05000US19121,IA,Madison County,"https://en.wikipedia.org/wiki/Madison_County,_Iowa"
05000US19123,IA,Mahaska County,"https://en.wikipedia.org/wiki/Mahaska_County,_Iowa"
05000US19125,IA,Marion County,"https://en.wikipedia.org/wiki/Marion_County,_Iowa"
05000US19127,IA,Marshall County,"https://en.wikipedia.org/wiki/Marshall_County,_Iowa"
05000US19129,IA,Mills County,"https://en.wikipedia.org/wiki/Mills_County,_Iowa"
05000US19131,IA,Mitchell County,"https://en.wikipedia.org/wiki/Mitchell_County,_Iowa"
05000US19133,IA,Monona County,"https://en.wikipedia.org/wiki/Monona_County,_Iowa"
05000US19135,IA,Monroe County,"https://en.wikipedia.org/wiki/Monroe_County,_Iowa"
05000US19137,IA,Montgomery County,"https://en.wikipedia.org/wiki/Montgomery_County,_Iowa"
05000US19139,IA,Muscatine County,"https://en.wikipedia.org/wiki/Muscatine_County,_Iowa"
05000US19141,IA,O'Brien County,"https://en.wikipedia.org/wiki/O%27Brien_County,_Iowa"
05000US19143,IA,Osceola County,"https://en.wikipedia.org/wiki/Osceola_County,_Iowa"
05000US19145,IA,Page County,"https://en.wikipedia.org/wiki/Page_County,_Iowa"
05000US19147,IA,Palo Alto County,"https://en.wikipedia.org/wiki/Palo_Alto_County,_Iowa"
05000US19149,IA,Plymouth County,"https://en.wikipedia.org/wiki/Plymouth_County,_Iowa"
05000US19151,IA,Pocahontas County,"https://en.wikipedia.org/wiki/Pocahontas_County,_Iowa"
05000US19153,IA,Polk County,"https://en.wikipedia.org/wiki/Polk_County,_Iowa"
05000US19155,IA,Pottawattamie County,"https://en.wikipedia.org/wiki/Pottawattamie_County,_Iowa"
05000US19157,IA,Poweshiek County,"https://en.wikipedia.org/wiki/Poweshiek_County,_Iowa"
05000US19159,IA,Ringgold County,"https://en.wikipedia.org/wiki/Ringgold_County,_Iowa"
05000US19161,IA,Sac County,"https://en.wikipedia.org/wiki/Sac_County,_Iowa"
05000US19163,IA,Scott County,"https://en.wikipedia.org/wiki/Scott_County,_Iowa"
05000US19165,IA,Shelby County,"https://en.wikipedia.org/wiki/Shelby_County,_Iowa"
05000US19167,IA,Sioux County,"https://en.wikipedia.org/wiki/Sioux_County,_Iowa"
05000US19169,IA,Story County,"https://en.wikipedia.org/wiki/Story_County,_Iowa"
05000US19171,IA,Tama County,"https://en.wikipedia.org/wiki/Tama_County,_Iowa"
05000US19173,IA,Taylor County,"https://en.wikipedia.org/wiki/Taylor_County,_Iowa"
05000US19175,IA,Union County,"https://en.wikipedia.org/wiki/Union_County,_Iowa"
05000US19177,IA,Van Buren County,"https://en.wikipedia.org/wiki/Van_Buren_County,_Iowa"
05000US19179,IA,Wapello County,"https://en.wikipedia.org/wiki/Wapello_County,_Iowa"
05000US19181,IA,Warren County,"https://en.wikipedia.org/wiki/Warren_County,_Iowa"
05000US19183,IA,Washington County,"https://en.wikipedia.org/wiki/Washington_County,_Iowa"
05000US19185,IA,Wayne County,"https://en.wikipedia.org/wiki/Wayne_County,_Iowa"
05000US19187,IA,Webster County,"https://en.wikipedia.org/wiki/Webster_County,_Iowa"
05000US19189,IA,Winnebago County,"https://en.wikipedia.org/wiki/Winnebago_County,_Iowa"
05000US19191,IA,Winneshiek County,"https://en.wikipedia.org/wiki/Winneshiek_County,_Iowa"
05000US19193,IA,Woodbury County,"https://en.wikipedia.org/wiki/Woodbury_County,_Iowa"
05000US19195,IA,Worth County,"https://en.wikipedia.org/wiki/Worth_County,_Iowa"
05000US19197,IA,Wright County,"https://en.wikipedia.org/wiki/Wright_County,_Iowa"
05000US20001,KS,Allen County,"https://en.wikipedia.org/wiki/Allen_County,_Kansas"
05000US20003,KS,Anderson County,"https://en.wikipedia.org/wiki/Anderson_County,_Kansas"
05000US20005,KS,Atchison County,"https://en.wikipedia.org/wiki/Atchison_County,_Kansas"
05000US20007,KS,Barber County,"https://en.wikipedia.org/wiki/Barber_County,_Kansas"
05000US20009,KS,Barton County,"https://en.wikipedia.org/wiki/Barton_County,_Kansas"
05000US20011,KS,Bourbon County,"https://en.wikipedia.org/wiki/Bourbon_County,_Kansas"
05000US20013,KS,Brown County,"https://en.wikipedia.org/wiki/Brown_County,_Kansas"
05000US20015,KS,Butler County,"https://en.wikipedia.org/wiki/Butler_County,_Kansas"
05000US20017,KS,Chase County,"https://en.wikipedia.org/wiki/Chase_County,_Kansas"
05000US20019,KS,Chautauqua County,"https://en.wikipedia.org/wiki/Chautauqua_County,_Kansas"
05000US20021,KS,Cherokee County,"https://en.wikipedia.org/wiki/Cherokee_County,_Kansas"
05000US20023,KS,Cheyenne County,"https://en.wikipedia.org/wiki/Cheyenne_County,_Kansas"
05000US20025,KS,Clark County,"https://en.wikipedia.org/wiki/Clark_County,_Kansas"
05000US20027,KS,Clay County,"https://en.wikipedia.org/wiki/Clay_County,_Kansas"
05000US20029,KS,Cloud County,"https://en.wikipedia.org/wiki/Cloud_County,_Kansas"
05000US20031,KS,Coffey County,"https://en.wikipedia.org/wiki/Coffey_County,_Kansas"
